Index.No.,Region,Country,Port.Name,latdeg,latmin,latdir,londeg,lonmin,londir,Publication,Chart,Harbor.Size,Harbor.Type,Shelter,Tide,Swell,Ice,Other,Overhead.Limits,Channel,Anchorage,Cargo.Pier,Oil.Terminal,Tide.1,Maximum.Size,Good.Holding,Turning.Area,X1st.Port.of.Entry,U.S.,ETA.Message,Compulsory,Available,Local.Assistance,Advisable,Tug.Salvage,Tug.Assistance,Pratique,Derat.Certificate,Other.1,Telephone,Telegraph,Radio,Radio.Telephone,Air,Rail,Wharves,Anchor,Med..Moor,Beach.Moor,Ice.Moor,Medical.Facilities,Garbage.Disposal,Degauss,Dirty.Ballast,Fixed,Mobile,Floating,X100.Tons.Plus,X50.100.Tons,X25.49.Tons,X0.24.Tons,Longshore,Electrical,Steam,Nav.Equipment,Electric.Repair,Provisions,Water,Fuel.Oil,Diesel.Oil,Deck,Engine,Repair,Drydock,Railway,latlon,lat,lon
56090,56050,US,HILO,19,44,N,155,4,W,CP07,19324,M,CB,G,Y,Y,N,Y,,K,L,K,K,1,L,Y,Y,Y,N,Y,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,,Y,,Y,,,,,Y,N,,N,,Y,,,Y,,Y,Y,Y,N,N,Y,,Y,Y,Y,Y,Y,B,,S,19 44 N 155 4 W,19.7333333333333,-155.066666666667
19890,19080,US,KARLUK,57,34,N,154,27,W,CP09,16599,V,OR,P,N,N,N,,,,B,,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 34 N 154 27 W,57.5666666666667,-154.45
19880,19080,US,LAZY BAY,56,54,N,154,15,W,CP09,16591,V,CN,P,N,N,N,,,A,F,L,,9,,Y,,,,Y,,Y,,,,,,,,,,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,N,N,N,N,N,Y,Y,N,Y,N,Y,C,,,56 54 N 154 15 W,56.9,-154.25
19870,19080,US,TRAP POINT,57,0,N,154,9,W,CP09,16591,V,CN,G,N,N,N,,,,,K,,9,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,C,,,57 0 N 154 9 W,57,-154.15
19900,19080,US,UYAK,57,38,N,154,0,W,CP09,16599,V,CN,F,N,N,N,Y,,,B,,,14,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 38 N 154 0 W,57.6333333333333,-154
19910,19080,US,LARSEN BAY,57,32,N,153,59,W,CP09,16599,V,CN,G,N,N,N,Y,,L,A,P,,14,,Y,,,,Y,,Y,,,,,,,,,,Y,Y,Y,,Y,Y,,,,Y,N,,,Y,,,,,,Y,Y,Y,Y,N,N,,Y,Y,Y,Y,N,C,,S,57 32 N 153 59 W,57.5333333333333,-153.983333333333
19860,19080,US,THREE SAINTS BAY,57,7,N,153,30,W,CP09,16592,V,CN,G,,,,,,,,M,,6,,,,,,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 7 N 153 30 W,57.1166666666667,-153.5
19920,19080,US,PORT OBRIEN,57,44,N,153,19,W,CP09,16597,V,CN,G,N,N,N,,,,A,K,M,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,57 44 N 153 19 W,57.7333333333333,-153.316666666667
19850,19080,US,MCCORD,57,9,N,153,12,W,CP09,16592,V,CN,G,,,,Y,,,,L,,6,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 9 N 153 12 W,57.15,-153.2
19840,19080,US,PORT HOBRON,57,10,N,153,10,W,CP09,16592,V,CN,G,N,N,N,Y,,,,L,,6,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 10 N 153 10 W,57.1666666666667,-153.166666666667
19950,19080,US,PORT VITA,58,4,N,153,4,W,CP09,16594,V,CN,G,,,,,,,,N,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,58 4 N 153 4 W,58.0666666666667,-153.066666666667
19930,19080,US,DRY SPRUCE BAY,57,56,N,153,2,W,CP09,16594,V,CN,G,N,N,N,,,,A,L,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,57 56 N 153 2 W,57.9333333333333,-153.033333333333
19970,19080,US,BEAR ISLAND,58,27,N,152,41,W,CP09,16605,V,CN,F,N,N,N,Y,,,,,,11,,,,,,Y,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58 27 N 152 41 W,58.45,-152.683333333333
19980,19080,US,HOGG ISLAND,58,28,N,152,41,W,CP09,16605,V,CN,F,N,N,N,Y,,,,,,11,,,,,,Y,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58 28 N 152 41 W,58.4666666666667,-152.683333333333
19990,19080,US,PORT WILLIAM,58,29,N,152,35,W,CP09,16605,V,CN,G,N,N,N,,,,,M,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,58 29 N 152 35 W,58.4833333333333,-152.583333333333
19807,19080,US,SNUG HARBOR,60,6,N,152,35,W,CP09,16661,V,CN,G,N,N,Y,Y,,,B,N,,0,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,60 6 N 152 35 W,60.1,-152.583333333333
19830,19080,US,WOMENS BAY,57,43,N,152,31,W,CP09,16596,V,CN,G,N,N,N,Y,,L,,L,L,7,,,,,,Y,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,,,Y,Y,,,,,,,,,,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,,57 43 N 152 31 W,57.7166666666667,-152.516666666667
19810,19080,US,OUZINKIE,57,55,N,152,30,W,CP09,16594,V,CN,F,N,N,N,Y,,,,N,,7,,,,,,Y,,,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 55 N 152 30 W,57.9166666666667,-152.5
19820,19080,US,KODIAK,57,47,N,152,24,W,CP09,16595,S,CN,G,N,N,N,Y,,M,H,L,L,7,L,,,Y,,Y,Y,Y,,,,Y,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,,57 47 N 152 24 W,57.7833333333333,-152.4
19805,19080,US,DRIFT RIVER,60,33,N,152,8,W,CP09,16662,V,CN,F,N,N,N,Y,,,,,E,0,,,,,,Y,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 33 N 152 8 W,60.55,-152.133333333333
19770,19080,US,PORT GRAHAM,59,21,N,151,49,W,CP09,16646,V,CN,G,N,Y,N,Y,,,,O,,14,,,,,,Y,,Y,,,,,,,,,,,Y,Y,,Y,,,,,N,N,,,,,,,,,,N,N,N,N,N,Y,Y,N,Y,N,N,,,S,59 21 N 151 49 W,59.35,-151.816666666667
55770,55765,PF,VAITAPE,16,30,S,151,45,W,126,83397,V,CB,G,N,N,N,Y,,K,A,O,,0,M,Y,Y,Y,N,Y,N,Y,,,N,N,Y,,,Y,,Y,,Y,,Y,,Y,,,Y,N,,N,N,,,,,,,Y,,,,,N,N,N,N,,,C,,,16 30 S 151 45 W,-16.5,-151.75
19780,19080,US,SELDOVIA,59,26,N,151,44,W,CP09,16646,V,CN,E,N,N,N,Y,,M,F,M,,15,,,,,,Y,,Y,,,,,,,,,Y,,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,,,,59 26 N 151 44 W,59.4333333333333,-151.733333333333
19788,19080,US,NINILCHIK,60,3,N,151,41,W,CP09,16661,V,CN,G,N,N,N,Y,,P,P,,,17,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 3 N 151 41 W,60.05,-151.683333333333
55800,55765,PF,UTUROA,16,44,S,151,27,W,126,83392,V,CN,F,N,Y,N,Y,N,J,A,M,,0,,Y,Y,Y,,,,Y,,,,,Y,,,,,Y,,Y,,Y,Y,,,,Y,,,,N,,,,,,,,,,,,Y,Y,,,,,D,,,16 44 S 151 27 W,-16.7333333333333,-151.45
19781,19080,US,HOMER,59,36,N,151,25,W,CP09,16645,V,CN,F,N,N,N,Y,,,E,M,,28,L,Y,,,,Y,,Y,,,,Y,Y,,,,Y,,Y,Y,,Y,Y,,,,Y,Y,,N,,Y,,,Y,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,59 36 N 151 25 W,59.6,-151.416666666667
19785,19080,US,COAL POINT,59,36,N,151,25,W,CP09,16645,V,CN,F,N,N,N,Y,,,E,M,,17,,Y,,,,Y,,Y,,,,,Y,,,,Y,,Y,Y,,Y,Y,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,59 36 N 151 25 W,59.6,-151.416666666667
19795,19080,US,NIKISKI,60,41,N,151,24,W,CP09,16662,V,CN,F,N,N,N,Y,,,,,H,11,L,Y,,Y,N,Y,,Y,,,N,Y,,,,Y,,Y,Y,Y,,Y,,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,N,Y,N,N,N,N,C,,,60 41 N 151 24 W,60.6833333333333,-151.4
19790,19080,US,KENAI,60,33,N,151,16,W,CP09,16662,V,CN,F,N,N,Y,Y,,,M,,,18,,,,,,Y,,Y,,,,Y,,,,,Y,,Y,Y,,,Y,,,,,,,Y,Y,Y,Y,,,Y,Y,,,,,,,Y,Y,Y,,,C,,,60 33 N 151 16 W,60.55,-151.266666666667
19800,19080,US,ANCHORAGE,61,13,N,149,54,W,CP09,16665,S,CN,F,Y,N,N,Y,,M,E,K,K,15,L,Y,Y,Y,,Y,,Y,,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,,61 13 N 149 54 W,61.2166666666667,-149.9
55840,55765,PF,PAPEETE,17,32,S,149,35,W,126,83385,S,CN,E,Y,Y,N,Y,Y,K,E,K,N,0,M,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,Y,,,Y,Y,,,Y,,,,,Y,Y,,N,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,,M,17 32 S 149 35 W,-17.5333333333333,-149.583333333333
19760,19080,US,SEWARD,60,6,N,149,26,W,CP09,16682,S,CN,P,N,N,N,Y,,A,A,K,,10,,,,,,Y,,Y,,,,,Y,,,Y,Y,,Y,Y,Y,Y,Y,,,,Y,Y,,N,,Y,,,,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,60 6 N 149 26 W,60.1,-149.433333333333
19680,19080,US,WHITTIER,60,50,N,148,40,W,CP09,16706,V,CN,G,,,,Y,,,,J,,10,,,,,,Y,,Y,,,,,,,,Y,,Y,Y,Y,Y,Y,,,,,N,N,,,,,,,,,,N,Y,N,N,N,,Y,Y,Y,N,N,,,,60 50 N 148 40 W,60.8333333333333,-148.666666666667
20483,20185,US,PRUDHOE BAY,70,20,N,148,25,W,CP09,16061,V,CN,P,N,N,Y,Y,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 20 N 148 25 W,70.3333333333333,-148.416666666667
19740,19080,US,SAN JUAN CANNERY,60,3,N,148,4,W,CP09,16702,V,CN,G,N,N,N,,,,,K,,9,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,60 3 N 148 4 W,60.05,-148.066666666667
19750,19080,US,LATOUCHE,60,3,N,148,4,W,CP09,16702,V,CN,G,,,,,,,,,,9,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 3 N 148 4 W,60.05,-148.066666666667
19730,19080,US,PORT ASHTON,60,4,N,148,3,W,CP09,16702,V,CN,G,N,N,N,Y,,,,L,L,9,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 4 N 148 3 W,60.0666666666667,-148.05
19710,19080,US,CRAB BAY,60,4,N,148,0,W,CP09,16702,V,CN,F,N,N,N,Y,,,,L,,9,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,60 4 N 148 0 W,60.0666666666667,-148
19660,19080,US,SWANPORT,61,5,N,146,24,W,CP09,16708,V,OR,F,,,,Y,,,E,,,9,,,,,,Y,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61 5 N 146 24 W,61.0833333333333,-146.4
19670,19080,US,VALDEZ,61,7,N,146,15,W,CP09,16707,V,CN,G,N,N,N,Y,,A,,H,A,12,L,,,Y,N,Y,Y,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,,,,,Y,Y,,Y,Y,Y,,Y,,,,Y,N,N,N,N,Y,Y,N,N,N,N,C,,,61 7 N 146 15 W,61.1166666666667,-146.25
19640,19080,US,CORDOVA,60,33,N,145,46,W,CP09,16710,S,CN,G,N,N,N,Y,,N,L,L,M,10,M,Y,,,N,Y,,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,N,Y,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,60 33 N 145 46 W,60.55,-145.766666666667
19639,19080,US,ORCA,60,35,N,145,43,W,CP09,16710,V,CN,G,N,N,N,Y,,N,,N,,10,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 35 N 145 43 W,60.5833333333333,-145.716666666667
19650,19080,US,SHEPARD POINT,60,38,N,145,40,W,CP09,16710,V,OR,G,N,N,N,Y,,,,L,,10,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 38 N 145 40 W,60.6333333333333,-145.666666666667
19630,19080,US,KATALLA,60,12,N,144,32,W,CP09,16723,V,OR,F,N,N,N,Y,,,J,,,8,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 12 N 144 32 W,60.2,-144.533333333333
20486,20185,US,BERNARD HARBOR,70,8,N,143,38,W,CP09,16043,V,OR,F,N,N,Y,Y,,P,P,,,0,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 8 N 143 38 W,70.1333333333333,-143.633333333333
56015,56000,PF,BAIE TAIOHAE,8,56,S,140,5,W,126,83207,V,CN,G,Y,Y,N,Y,N,K,H,,,3,,,,Y,N,N,,,,,N,N,,,,,,Y,,,,,Y,,,,Y,,,N,,,,,,,,,,,,,Y,Y,N,Y,,,,,,8 56 S 140 5 W,-8.93333333333333,-140.083333333333
19620,19080,US,YAKUTAT,59,33,N,139,44,W,CP09,16761,V,CN,G,N,Y,Y,Y,,,A,K,,10,,,,,,Y,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,N,N,,,,,,,,,,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,,,,59 33 N 139 44 W,59.55,-139.733333333333
56010,56000,PF,ATUONA,9,49,S,139,2,W,126,83218,V,CN,G,N,N,N,Y,N,H,K,,,3,,Y,,Y,N,N,,,,,N,N,,,,,,Y,,,,,Y,,,,Y,,,N,,,,,,,,,,,,,Y,Y,N,N,,,,,,9 49 S 139 2 W,-9.81666666666667,-139.033333333333
19450,19080,US,ELFIN COVE,58,12,N,136,21,W,CP08,17302,V,CN,G,N,N,N,Y,,P,,,,0,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58 12 N 136 21 W,58.2,-136.35
19440,19080,US,PELICAN,57,58,N,136,14,W,CP08,17303,V,CN,G,N,N,N,,,A,,N,N,8,,,,Y,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,,57 58 N 136 14 W,57.9666666666667,-136.233333333333
19430,19080,US,KIMSHAN COVE,57,41,N,136,7,W,CP08,17322,V,CN,G,N,N,N,,,J,J,P,,8,,Y,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 41 N 136 7 W,57.6833333333333,-136.116666666667
19460,19080,US,HOONAH,58,7,N,135,27,W,CP08,17302,V,CN,G,N,N,N,,,,B,O,N,13,,Y,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,Y,Y,,,,N,Y,,,,,,,,,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,C,,,58 7 N 135 27 W,58.1166666666667,-135.45
19610,19080,US,EXCURSION INLET,58,25,N,135,27,W,CP08,17316,V,CN,G,N,N,N,,,,A,L,M,13,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,Y,Y,,,,N,N,,,,,,,,,,N,Y,N,N,N,Y,Y,N,N,N,N,,,,58 25 N 135 27 W,58.4166666666667,-135.45
19589,19080,US,TANANI POINT,59,17,N,135,27,W,CP08,17317,V,CN,F,N,N,N,,,,,,J,0,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,59 17 N 135 27 W,59.2833333333333,-135.45
19585,19080,US,PORT CHILKOOT,59,14,N,135,26,W,CP08,17317,V,CN,G,N,N,N,,,,,,L,9,,,,,,Y,,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,59 14 N 135 26 W,59.2333333333333,-135.433333333333
19588,19080,US,HAINES,59,14,N,135,26,W,CP08,17317,V,CN,G,N,N,N,,,,B,N,L,9,,,,,,Y,,Y,,,,Y,,,,,,,Y,Y,Y,Y,Y,,,,Y,,,,Y,,,,,Y,,,,,,,,Y,N,N,N,N,N,,,59 14 N 135 26 W,59.2333333333333,-135.433333333333
19600,19080,US,LETNIKOF COVE,59,11,N,135,24,W,CP08,17317,V,CN,G,N,N,N,,,,J,M,,14,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,59 11 N 135 24 W,59.1833333333333,-135.4
19410,19080,US,SITKA,57,3,N,135,20,W,CP08,17327,S,CN,G,N,Y,N,Y,,L,A,J,,8,,Y,,Y,N,Y,Y,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,N,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,57 3 N 135 20 W,57.05,-135.333333333333
19590,19080,US,SKAGWAY,59,27,N,135,20,W,CP08,17317,V,CN,F,N,N,N,,,A,L,J,,14,L,,,Y,N,Y,Y,Y,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,,,,,,,,Y,Y,N,N,N,Y,Y,N,N,N,N,N,,,59 27 N 135 20 W,59.45,-135.333333333333
19470,19080,US,TENAKEE SPRINGS,57,47,N,135,12,W,CP08,17300,V,CN,F,N,N,,,,,,M,,12,,,,,,,,Y,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,N,N,N,N,N,,,,,,,,,,57 47 N 135 12 W,57.7833333333333,-135.2
19490,19080,US,TODD,57,28,N,135,3,W,CP08,17338,V,CN,F,,,,,,,,L,,12,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 28 N 135 3 W,57.4666666666667,-135.05
55960,55860,PF,PORT RIKITEA,23,7,S,134,58,W,126,83254,V,CN,F,N,N,N,Y,N,L,A,P,,2,M,Y,,N,N,N,,Y,Y,,,,,,,,,Y,,Y,,Y,,,,,Y,,,N,,,,,,,,,,,,,N,Y,N,N,N,N,,,,23 7 S 134 58 W,-23.1166666666667,-134.966666666667
19480,19080,US,CHATHAM,57,31,N,134,56,W,CP08,17338,V,CN,F,N,N,Y,,,,E,K,N,11,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,Y,,,,57 31 N 134 56 W,57.5166666666667,-134.933333333333
19530,19080,US,FUNTER,58,15,N,134,54,W,CP08,17316,V,CN,G,N,N,N,Y,,A,A,B,,13,,Y,,,,,,Y,,,,,,,,,,,Y,Y,,Y,Y,,,,N,N,,,,,,,,,,N,Y,N,N,N,N,Y,N,N,N,N,,,,58 15 N 134 54 W,58.25,-134.9
19520,19080,US,HAWK INLET,58,7,N,134,45,W,CP08,17312,V,CN,G,Y,N,N,Y,,,J,L,O,12,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,,,,N,N,,,,,Y,,,,,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,,,,58 7 N 134 45 W,58.1166666666667,-134.75
19370,19080,US,BIG PORT WALTER,56,23,N,134,44,W,CP08,17333,V,CN,G,N,N,Y,Y,,A,,J,,9,,,,,,,,Y,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,56 23 N 134 44 W,56.3833333333333,-134.733333333333
19390,19080,US,PORT CONCLUSION,56,15,N,134,41,W,CP08,17331,V,CN,G,N,N,N,,,,O,M,,9,,N,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 15 N 134 41 W,56.25,-134.683333333333
19380,19080,US,PORT ARMSTRONG,56,18,N,134,40,W,CP08,17331,V,CN,G,N,N,N,,,,A,M,,9,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,56 18 N 134 40 W,56.3,-134.666666666667
19400,19080,US,PORT ALEXANDER,56,15,N,134,39,W,CP08,17331,V,CN,G,N,N,N,,,O,H,O,O,9,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,C,,,56 15 N 134 39 W,56.25,-134.65
19375,19080,US,LITTLE PORT WALTER,56,23,N,134,38,W,CP08,17333,V,CN,G,N,N,,Y,,N,G,M,,9,,Y,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 23 N 134 38 W,56.3833333333333,-134.633333333333
19510,19080,US,HOOD BAY,57,24,N,134,30,W,CP08,17339,V,CN,G,N,N,N,Y,,,L,M,M,12,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,57 24 N 134 30 W,57.4,-134.5
19580,19080,US,JUNEAU,58,18,N,134,25,W,CP08,17315,S,CN,G,N,N,N,,Y,L,A,H,N,14,,Y,Y,Y,,Y,,Y,,,,,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,Y,,,,,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,58 18 N 134 25 W,58.3,-134.416666666667
19320,19080,US,WASHINGTON BAY,56,44,N,134,21,W,CP08,17370,V,CN,G,N,N,N,,,,,L,,0,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,56 44 N 134 21 W,56.7333333333333,-134.35
19550,19080,US,DUPONT,58,14,N,134,16,W,CP08,17315,V,CN,F,,,,,,,,L,,14,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58 14 N 134 16 W,58.2333333333333,-134.266666666667
19330,19080,US,BAY OF PILLARS,56,36,N,134,14,W,CP08,17370,V,CN,G,N,N,N,,,,B,K,,10,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 36 N 134 14 W,56.6,-134.233333333333
19310,19080,US,KAKE,56,58,N,133,56,W,CP08,17368,V,OR,F,N,N,N,,,,,M,M,11,,Y,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,56 58 N 133 56 W,56.9666666666667,-133.933333333333
19290,19080,US,FISHERMANS HARBOR,55,58,N,133,48,W,CP08,17402,V,CN,G,N,N,N,,,O,O,N,,9,,,,,,,,Y,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,55 58 N 133 48 W,55.9666666666667,-133.8
19280,19080,US,STEAMBOAT BAY,55,32,N,133,38,W,CP08,17406,V,CN,G,N,Y,N,,,,A,N,O,8,,Y,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,55 32 N 133 38 W,55.5333333333333,-133.633333333333
19250,19080,US,WATERFALL,55,18,N,133,14,W,CP08,17407,V,OR,P,N,N,N,,,,A,M,L,8,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,55 18 N 133 14 W,55.3,-133.233333333333
19260,19080,US,CRAIG,55,28,N,133,9,W,CP08,17405,V,CN,G,N,N,N,,,,,N,O,8,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,,,,,N,N,,,,,,,,,,N,Y,N,N,N,Y,Y,Y,Y,N,N,C,,,55 28 N 133 9 W,55.4666666666667,-133.15
19270,19080,US,KLAWOCK,55,33,N,133,6,W,CP08,17405,V,CN,G,N,,N,Y,,,,N,,8,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 33 N 133 6 W,55.55,-133.1
20491,20490,CA,TUKTOYAKTUK,69,27,N,133,0,W,CAN,15937,V,CN,F,,,Y,Y,,O,,O,N,1,,Y,,,,Y,N,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,A,M,,69 27 N 133 0 W,69.45,-133
19230,19080,US,ROSE INLET,54,57,N,132,58,W,CP08,17408,V,CN,G,N,N,N,,,,,L,,11,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,N,Y,N,N,N,N,,,,54 57 N 132 58 W,54.95,-132.966666666667
19300,19080,US,PETERSBURG,56,49,N,132,57,W,CP08,17375,S,CN,G,N,N,N,,,M,M,M,M,14,M,,,Y,,,,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,,56 49 N 132 57 W,56.8166666666667,-132.95
19240,19080,US,HYDABURG,55,12,N,132,50,W,CP08,17407,V,CN,F,N,N,N,,,,,M,,11,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,Y,,,,,Y,N,,,,,,,,,,N,Y,,N,N,Y,Y,Y,Y,Y,Y,C,,,55 12 N 132 50 W,55.2,-132.833333333333
