Index.No.,Region,Country,Port.Name,latdeg,latmin,latdir,londeg,lonmin,londir,Publication,Chart,Harbor.Size,Harbor.Type,Shelter,Tide,Swell,Ice,Other,Overhead.Limits,Channel,Anchorage,Cargo.Pier,Oil.Terminal,Tide.1,Maximum.Size,Good.Holding,Turning.Area,X1st.Port.of.Entry,U.S.,ETA.Message,Compulsory,Available,Local.Assistance,Advisable,Tug.Salvage,Tug.Assistance,Pratique,Derat.Certificate,Other.1,Telephone,Telegraph,Radio,Radio.Telephone,Air,Rail,Wharves,Anchor,Med..Moor,Beach.Moor,Ice.Moor,Medical.Facilities,Garbage.Disposal,Degauss,Dirty.Ballast,Fixed,Mobile,Floating,X100.Tons.Plus,X50.100.Tons,X25.49.Tons,X0.24.Tons,Longshore,Electrical,Steam,Nav.Equipment,Electric.Repair,Provisions,Water,Fuel.Oil,Diesel.Oil,Deck,Engine,Repair,Drydock,Railway,latlon,lat,lon
44090,44030,RU,YEYSK,46,44,N,38,16,E,BA24,BA2234,V,CB,G,N,N,Y,Y,,O,O,O,O,0,M,,,N,N,Y,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,Y,Y,,,,,Y,,,N,Y,Y,Y,,Y,,Y,Y,,,,,Y,,N,N,N,N,C,,,46 44 N 38 16 E,46.7333333333333,38.2666666666667
44410,44360,TR,GIRESUN,40,56,N,38,24,E,BA24,BA1272,V,CB,F,N,N,N,Y,,A,A,M,M,0,M,Y,,N,N,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,,,,,,,,,Y,Y,,N,Y,Y,,,,,Y,Y,,,,,Y,Y,Y,Y,N,N,C,,,40 56 N 38 24 E,40.9333333333333,38.4
44060,44030,RU,TAGANROG,47,12,N,38,57,E,BA24,BA2234,V,CB,F,N,N,Y,Y,N,O,O,O,,0,M,,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,,,Y,,,Y,Y,Y,,,,Y,,,N,Y,,Y,,,Y,,Y,,,,,Y,Y,,,Y,Y,C,,,47 12 N 38 57 E,47.2,38.95
48130,48100,SA,RABIGH,22,44,N,38,59,E,172,62250,V,CB,F,Y,Y,N,N,N,A,J,G,A,1,M,,Y,,,Y,Y,Y,,Y,,,,,,,,Y,,Y,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 44 N 38 59 E,22.7333333333333,38.9833333333333
44230,44030,RU,TUAPSE,44,6,N,39,4,E,BA24,55133,S,CB,G,N,N,N,Y,,H,H,M,K,1,M,Y,,N,N,Y,Y,Y,,Y,N,Y,Y,,Y,Y,,Y,Y,,Y,Y,,Y,,,Y,Y,,N,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,,S,44 6 N 39 4 E,44.1,39.0666666666667
47030,46965,TZ,TANGA,5,5,S,39,7,E,171,61200,S,CN,F,N,N,N,Y,,E,L,N,O,4,M,Y,,N,Y,Y,Y,Y,,,,Y,Y,,,Y,,Y,Y,Y,Y,,Y,,,,Y,,,N,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,,Y,N,N,,,B,,,5 5 S 39 7 E,-5.08333333333333,39.1166666666667
47050,46965,TZ,ZANZIBAR,6,10,S,39,11,E,171,61204/3,S,CN,G,N,N,N,Y,Y,J,H,N,,3,M,Y,,,,Y,Y,Y,,,,Y,Y,,Y,Y,,Y,,Y,,,Y,,,,Y,,,N,N,Y,,,,,Y,Y,,,,,Y,Y,Y,Y,,,C,S,,6 10 S 39 11 E,-6.16666666666667,39.1833333333333
48140,48100,SA,JIDDAH,21,29,N,39,11,E,172,62241,S,CB,G,N,N,N,Y,N,F,M,M,M,1,M,N,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,,,,,Y,Y,,N,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,A,L,S,21 29 N 39 11 E,21.4833333333333,39.1833333333333
47010,46965,TZ,DAR ES SALAAM,6,49,S,39,18,E,171,61191,M,CN,E,Y,N,N,Y,,K,H,L,J,3,L,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,Y,Y,N,N,C,,S,6 49 S 39 18 E,-6.81666666666667,39.3
47005,46965,TZ,MJIMWEMA TERMINAL,6,49,S,39,22,E,171,61191,V,OR,P,N,Y,N,Y,,A,E,,F,3,M,Y,Y,N,N,Y,,Y,Y,,,,Y,,Y,,,Y,Y,Y,,,Y,,,,Y,,,Y,,,,,,,,,,,,,Y,Y,Y,N,N,N,N,,,6 49 S 39 22 E,-6.81666666666667,39.3666666666667
47000,46965,TZ,KILWA KIVINJE,8,44,S,39,25,E,171,61190,V,OR,F,,Y,,Y,,K,L,L,,1,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,8 44 S 39 25 E,-8.73333333333333,39.4166666666667
44080,44030,RU,AZOV,47,6,N,39,26,E,BA24,BA2234,V,RN,G,N,N,Y,Y,Y,P,O,O,,0,M,,,N,N,Y,Y,Y,,,N,Y,,,Y,Y,Y,,,,Y,Y,,,,,Y,,,N,,Y,,,Y,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,M,47 6 N 39 26 E,47.1,39.4333333333333
47900,47870,ER,MITSIWA HARBOR,15,37,N,39,28,E,172,62121,S,CB,G,Y,N,N,Y,,K,F,J,L,1,L,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,C,,M,15 37 N 39 28 E,15.6166666666667,39.4666666666667
62910,62530,RU,OSTROVNOY GREMIKHA,68,3,N,39,31,E,183,BA2269,S,CN,G,,,,,,H,G,K,,11,,Y,,,,,Y,,,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,C,M,,68 3 N 39 31 E,68.05,39.5166666666667
47100,47090,KE,MOMBASA,4,4,S,39,40,E,171,61212,M,CT,G,N,Y,N,Y,,G,M,K,N,3,M,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,N,N,Y,Y,,,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,B,L,L,4 4 S 39 40 E,-4.06666666666667,39.6666666666667
44070,44030,RU,ROSTOV-NA-DONU,47,10,N,39,43,E,BA24,BA2234,S,RB,G,N,N,Y,Y,Y,P,O,O,,4,M,,Y,Y,N,Y,,Y,,Y,N,Y,,,,,,Y,,,Y,Y,Y,,,,Y,,,N,Y,Y,,,,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,C,S,,47 10 N 39 43 E,47.1666666666667,39.7166666666667
44240,44030,RU,SOCHI,43,35,N,39,44,E,BA24,55170,V,CB,F,N,Y,N,Y,,K,J,M,N,2,M,Y,Y,N,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,,,,,Y,Y,,N,,Y,,,,,Y,,,,,,Y,Y,,Y,,,N,,,43 35 N 39 44 E,43.5833333333333,39.7333333333333
47020,46965,TZ,CHAKE CHAKE,5,15,S,39,46,E,171,61200,S,CN,F,,,,,,G,H,,,0,M,,,,,,N,Y,,,,N,,,Y,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,N,N,N,N,N,N,,,,5 15 S 39 46 E,-5.25,39.7666666666667
44390,44360,TR,TRABZON,41,1,N,39,46,E,BA24,BA1279,V,CB,F,N,N,N,Y,,K,A,K,A,0,L,Y,Y,N,Y,Y,Y,Y,,Y,N,Y,,Y,,,,Y,,Y,,,Y,Y,,,Y,Y,,Y,Y,Y,,N,Y,Y,Y,Y,,,,,Y,Y,Y,Y,,,N,,,41 1 N 39 46 E,41.0166666666667,39.7666666666667
62810,62530,RU,SEVERODVINSK,64,34,N,39,47,E,183,BA2273,S,CN,F,,,Y,,,L,K,K,L,2,,Y,Y,Y,,Y,Y,,,Y,,Y,Y,,,Y,Y,Y,,Y,Y,Y,,,,,Y,,,,Y,Y,Y,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,,,A,S,,64 34 N 39 47 E,64.5666666666667,39.7833333333333
47105,47090,KE,KILIFI,3,38,S,39,52,E,171,61210,V,OR,P,,,,Y,Y,O,G,K,,1,M,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,N,,,,,,,,,,,,,N,N,N,N,N,N,,,,3 38 S 39 52 E,-3.63333333333333,39.8666666666667
44270,44030,RU,ADLER,43,26,N,39,56,E,BA24,55170,V,OR,P,N,N,N,Y,,A,K,O,,0,M,,,N,N,Y,Y,Y,Y,,N,N,,,,,,Y,,,Y,,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,,,,,,,43 26 N 39 56 E,43.4333333333333,39.9333333333333
46970,46965,TZ,MIKINDANI,10,16,S,40,8,E,171,61181,V,CN,F,,Y,,Y,,L,J,P,,3,,,,,,,Y,,,,,Y,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,10 16 S 40 8 E,-10.2666666666667,40.1333333333333
47107,47090,KE,MALINDI,3,13,S,40,8,E,171,61210,S,CN,F,,Y,,,,,J,,,1,M,Y,,,,Y,,,,,,,,,,,,Y,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,3 13 S 40 8 E,-3.21666666666667,40.1333333333333
46975,46965,TZ,MTWARA,10,16,S,40,12,E,171,61181,V,CB,G,N,Y,N,Y,,C,N,K,K,3,L,N,,N,N,Y,Y,Y,,Y,,Y,,,Y,Y,,Y,Y,Y,,Y,Y,,,,Y,Y,,N,,Y,,,,Y,Y,Y,Y,,,,N,Y,N,N,N,N,D,,,10 16 S 40 12 E,-10.2666666666667,40.2
46940,46860,MZ,PEMBA,12,58,S,40,30,E,171,61182,V,CB,G,N,N,N,Y,,A,F,M,,3,,Y,,Y,N,Y,Y,N,Y,Y,N,N,Y,,Y,Y,Y,Y,,Y,,Y,,,,,Y,N,,N,Y,,,,,Y,Y,Y,Y,,,,,Y,Y,Y,,,C,,,12 58 S 40 30 E,-12.9666666666667,40.5
44380,44360,TR,RIZE,41,4,N,40,31,E,BA24,BA1279,V,CB,P,N,N,N,Y,,A,J,L,,0,M,,,N,Y,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,Y,Y,,Y,N,Y,N,,,Y,Y,Y,,,,,Y,Y,Y,,,,,,,41 4 N 40 31 E,41.0666666666667,40.5166666666667
62800,62530,RU,ARKHANGELS'K,64,32,N,40,32,E,183,BA2280,M,RN,G,Y,N,Y,Y,Y,L,K,L,L,1,L,Y,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L,64 32 N 40 32 E,64.5333333333333,40.5333333333333
46950,46860,MZ,IBO,12,20,S,40,37,E,171,61182,V,CN,F,,,,Y,,K,J,,,3,,Y,,,,Y,,N,Y,Y,,,,,,,Y,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,D,,,12 20 S 40 37 E,-12.3333333333333,40.6166666666667
46935,46860,MZ,NACALA,14,32,S,40,40,E,171,61170,V,CN,G,Y,N,N,Y,,A,K,M,K,3,L,Y,,,N,Y,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,,,,Y,Y,,N,Y,Y,Y,,,Y,Y,Y,Y,,,,,Y,,Y,N,Y,C,,S,14 32 S 40 40 E,-14.5333333333333,40.6666666666667
46930,46860,MZ,MOCAMBIQUE,15,2,S,40,44,E,171,61172/1,S,CN,F,Y,N,N,Y,,L,C,,,3,,,,Y,N,Y,Y,,,Y,N,N,Y,Y,Y,Y,,Y,,Y,,,Y,,,,Y,,,N,Y,,,,,,Y,Y,Y,,,,Y,Y,N,Y,N,N,C,,,15 2 S 40 44 E,-15.0333333333333,40.7333333333333
47110,47090,KE,LAMU,2,16,S,40,54,E,171,61221,S,CN,F,,,N,Y,N,N,N,N,,3,,,N,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,N,,,,,,,,,,,,,,Y,,,,,N,,,2 16 S 40 54 E,-2.26666666666667,40.9
44320,44275,GE,SOKHUMI,42,59,N,40,59,E,BA24,BA3313,V,OR,F,N,N,N,Y,,K,J,P,N,0,M,,,N,N,Y,Y,Y,,,N,N,,,,,,Y,Y,,,Y,Y,,,,Y,N,,N,,Y,Y,,Y,,Y,,,,,,Y,Y,Y,,,,N,,,42 59 N 40 59 E,42.9833333333333,40.9833333333333
44370,44360,TR,HOPA,41,25,N,41,24,E,BA24,BA1279,V,CB,F,N,N,N,Y,,A,A,L,,1,M,,,N,Y,Y,Y,Y,,,,Y,Y,Y,,,,Y,,,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,,,,,Y,Y,Y,Y,,,C,,,41 25 N 41 24 E,41.4166666666667,41.4
44340,44275,GE,POTI,42,9,N,41,35,E,BA24,55138,S,CB,F,N,N,N,Y,Y,J,A,L,K,1,M,Y,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,,,,C,S,M,42 9 N 41 35 E,42.15,41.5833333333333
44350,44275,GE,BATUMI,41,39,N,41,39,E,BA24,55139,S,CB,G,N,Y,N,Y,,K,L,L,L,1,M,Y,,Y,N,Y,Y,Y,,Y,,Y,,Y,Y,,,Y,,Y,Y,Y,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,,,,,,Y,Y,,,,,C,,S,41 39 N 41 39 E,41.65,41.65
44345,44275,GE,SUPSA MARINE TERMINAL,42,6,N,41,43,E,BA24,55138,V,OR,P,,,,Y,Y,A,G,,,0,M,,,Y,,,Y,Y,,,Y,Y,,Y,Y,,,Y,,N,,,,Y,,,Y,N,,N,,,,,,,,,Y,,Y,Y,N,N,N,N,,,B,,,42 6 N 41 43 E,42.1,41.7166666666667
48142,48100,SA,JIZAN,16,54,N,42,29,E,172,62276,S,CB,G,N,,,Y,,H,D,J,F,2,M,Y,Y,,N,Y,Y,Y,,,,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,,,,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,,,,Y,Y,Y,Y,,,C,,S,16 54 N 42 29 E,16.9,42.4833333333333
47130,47120,SO,KISMAAYO,0,22,S,42,33,E,171,61231,V,CB,G,N,Y,N,Y,,L,L,L,,2,L,Y,,Y,N,Y,Y,,Y,,,Y,Y,,,N,,Y,,Y,,Y,Y,,,,Y,,,N,,,,,,,,Y,Y,,,,Y,Y,N,N,N,N,C,,,0 22 S 42 33 E,-0.366666666666667,42.55
48155,48143,YE,RAS ISA MARINE TERMINAL,15,8,N,42,36,E,172,62292,L,,,,,,Y,Y,,A,,J,3,M,Y,Y,,,Y,Y,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,,,,Y,Y,,,Y,N,N,N,Y,,,,,,Y,N,N,N,,N,N,N,,Y,N,,N,,,15 8 N 42 36 E,15.1333333333333,42.6
48152,48143,YE,SALIF,15,18,N,42,40,E,172,62285,V,CB,F,,,,Y,Y,K,A,H,,1,M,Y,,,,Y,Y,Y,,,Y,,N,,Y,,,Y,,Y,,Y,,Y,,,,N,,N,,,,,,,,Y,,,,,Y,Y,N,N,,,N,,,15 18 N 42 40 E,15.3,42.6666666666667
47880,47870,ER,ASSAB,13,0,N,42,45,E,172,62110,S,CN,F,N,N,N,Y,Y,J,E,K,J,0,M,Y,,Y,N,Y,Y,Y,,,,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,,,Y,,,N,Y,Y,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,N,N,C,,,13 0 N 42 45 E,13,42.75
48165,48143,YE,AL AHMADI,14,50,N,42,58,E,172,62292,S,CB,P,N,N,N,Y,N,K,L,N,N,1,M,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,,,,Y,N,Y,Y,Y,,Y,Y,,,,N,,,,Y,Y,Y,,Y,Y,Y,N,,,,,Y,Y,Y,,N,N,B,,,14 50 N 42 58 E,14.8333333333333,42.9666666666667
47855,47840,DJ,DORALEH,11,36,N,43,5,E,172,,S,CN,,,,,,,,,E,D,0,L,,,,,Y,Y,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 36 N 43 5 E,11.6,43.0833333333333
47850,47840,DJ,DJIBOUTI,11,36,N,43,8,E,172,62093/5,S,CN,G,Y,N,N,Y,N,E,C,J,J,2,M,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,,N,,Y,Y,,Y,Y,Y,Y,,N,Y,Y,Y,Y,Y,Y,Y,Y,C,M,M,11 36 N 43 8 E,11.6,43.1333333333333
47300,47295,KM,MORONI,11,42,S,43,15,E,171,61311,V,OR,P,,,,Y,,A,B,O,O,3,M,N,,,Y,Y,,N,,,,,,,Y,,,Y,,Y,,,Y,,,,Y,Y,,,,,,,,,,,,,,,N,N,,,,,,,,11 42 S 43 15 E,-11.7,43.25
48175,48143,YE,AL MUKHA,13,19,N,43,15,E,172,62288,M,CN,P,,,,Y,,L,L,L,L,1,M,,Y,,,Y,Y,,,,,Y,,,,,,Y,Y,N,,,,,,,Y,,,,,Y,,,,,Y,,,,,,,,,,,,N,,,13 19 N 43 15 E,13.3166666666667,43.25
47460,47350,MG,TOLIARA,23,22,S,43,40,E,171,61472,V,OR,F,,,,Y,,J,K,L,L,3,M,Y,,,,Y,Y,,,Y,,Y,,,,,,Y,,Y,N,Y,Y,,,,Y,,,N,Y,Y,,,,Y,Y,Y,Y,,,,,Y,N,N,N,N,,,,23 22 S 43 40 E,-23.3666666666667,43.6666666666667
47310,47295,KM,FOMBONI,12,16,S,43,45,E,171,61311,V,OR,F,,Y,,Y,,A,E,F,,2,M,Y,,Y,N,Y,,N,,,,N,,,,,,Y,,Y,,,Y,,,,Y,,,,N,N,N,,,,,,,,,,,,,,,,N,,,12 16 S 43 45 E,-12.2666666666667,43.75
47420,47350,MG,MAINTIRANO,18,4,S,44,1,E,171,61440,V,OR,P,,Y,,Y,,O,L,,,2,,Y,,,,Y,N,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,18 4 S 44 1 E,-18.0666666666667,44.0166666666667
47140,47120,SO,BARAAWE,1,6,N,44,3,E,171,61240,V,OR,F,,,,,,A,F,,,5,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,1 6 N 44 3 E,1.1,44.05
62775,62530,RU,MEZEN,65,50,N,44,11,E,183,BA2271,S,CN,G,Y,N,Y,Y,,O,O,O,,3,M,Y,,Y,N,Y,Y,Y,Y,Y,,Y,,Y,,,,Y,Y,Y,Y,Y,,,,,Y,,,Y,,,Y,,,,Y,Y,Y,,,,,Y,Y,,,,C,,,65 50 N 44 11 E,65.8333333333333,44.1833333333333
47430,47350,MG,MORONDAVA,20,17,S,44,18,E,171,61460,V,OR,P,,Y,,,,G,L,P,,5,,,,,,,,N,,,N,Y,,,,,,Y,,Y,,,Y,,,,Y,,,,Y,Y,,,,,Y,Y,,,,,,Y,,,,,,,,20 17 S 44 18 E,-20.2833333333333,44.3
47320,47295,KM,MOUTSAMOUDU,12,9,S,44,24,E,171,61311,V,OR,F,,,,Y,,K,A,L,J,2,M,,,Y,N,Y,Y,,,,,Y,,,Y,Y,,,,Y,,,Y,,,,Y,Y,,Y,N,N,N,,,,,Y,,,,,Y,Y,N,N,,,N,,,12 9 S 44 24 E,-12.15,44.4
47150,47120,SO,MARKA,1,43,N,44,47,E,171,61240,V,OR,F,Y,,,Y,,A,B,P,,3,,N,,,,Y,,N,,,,N,,,,Y,Y,,,,,,Y,,,,Y,,,,,Y,,,,,Y,,,,,,Y,Y,N,N,N,N,,,,1 43 N 44 47 E,1.71666666666667,44.7833333333333
48190,48143,YE,ADEN,12,47,N,44,57,E,172,62098,M,CN,G,Y,N,N,Y,,G,D,F,F,1,M,Y,Y,Y,N,Y,Y,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,,,A,L,S,12 47 N 44 57 E,12.7833333333333,44.95
47820,47810,SO,BERBERA,10,27,N,45,1,E,172,62091,S,CB,F,N,N,N,Y,,J,E,L,L,2,M,,,Y,N,Y,Y,Y,,,,,,,,,,Y,,Y,,Y,Y,,,,Y,,,N,Y,Y,,,,Y,,Y,Y,,,,,Y,N,N,N,N,C,,,10 27 N 45 1 E,10.45,45.0166666666667
47340,47295,KM,DZAOUDZI,12,47,S,45,15,E,171,61311,V,OR,P,,,,Y,,N,K,J,J,4,M,Y,,,,Y,Y,Y,,,,Y,,,,Y,,Y,,Y,,,Y,,,,Y,Y,,N,Y,,,,,Y,,Y,,,,,Y,Y,Y,Y,,,C,,,12 47 S 45 15 E,-12.7833333333333,45.25
47160,47120,SO,MUQDISHO,2,2,N,45,21,E,171,61240,L,CB,F,,Y,,Y,,J,H,K,J,3,L,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,,Y,N,,Y,,Y,,,Y,,,,Y,,,N,,Y,,,,Y,Y,Y,Y,,,,Y,Y,Y,N,N,N,N,,,2 2 N 45 21 E,2.03333333333333,45.35
47400,47350,MG,MAHAJANGA,15,43,S,46,18,E,171,61434,V,CN,F,N,N,N,Y,,K,M,L,K,4,L,Y,Y,Y,N,Y,,Y,,Y,,Y,Y,Y,,,Y,Y,,Y,,,Y,,,,Y,,,N,Y,Y,,,,Y,Y,Y,Y,,,,N,Y,N,Y,,,C,,,15 43 S 46 18 E,-15.7166666666667,46.3
47470,47350,MG,FARADOFAY,25,2,S,47,0,E,171,61522,V,OR,F,N,Y,N,Y,,K,F,P,,2,L,,,Y,,Y,,N,,,N,N,Y,,,,,Y,,Y,,,Y,,,,Y,,,,Y,Y,,,,Y,Y,Y,Y,,,,Y,Y,N,N,N,N,,,,25 2 S 47 0 E,-25.0333333333333,47
48374,48350,KW,DOHA HARBOR,29,23,N,47,48,E,172,62570,V,CN,P,,,,,,O,,O,,0,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,N,,N,,,,,,,,,,,,,,,,,,,,,,29 23 N 47 48 E,29.3833333333333,47.8
48400,48375,IQ,AL BASRAH,30,31,N,47,50,E,172,62439,M,RN,G,N,N,N,Y,N,,,,,1,M,,,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 31 N 47 50 E,30.5166666666667,47.8333333333333
48404,48375,IQ,KHAWR AL ZUBAIR,30,11,N,47,54,E,172,62570,V,RN,F,Y,Y,,Y,,O,J,L,,3,M,,,,,Y,Y,,,,,Y,,Y,,,,Y,,Y,Y,,,,,,Y,,,,,,,,,,Y,,,,,,,Y,Y,,,,,,S,30 11 N 47 54 E,30.1833333333333,47.9
48214,48195,YE,RUDUM TERMINAL,13,59,N,47,55,E,172,62302,V,OR,P,Y,Y,,,,,M,,,0,M,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 59 N 47 55 E,13.9833333333333,47.9166666666667
48406,48375,IQ,KHAWR AL ZUBAIR LNG TERMINAL,30,8,N,47,55,E,172,62570,V,RN,F,Y,Y,,Y,,O,J,,L,3,M,,,,,Y,Y,,,,,Y,,Y,,,,Y,,Y,Y,,,,,,Y,,,,,,,,,,Y,,,,,,,Y,Y,,,,,,S,30 8 N 47 55 E,30.1333333333333,47.9166666666667
48370,48350,KW,AL KUWAYT,29,21,N,47,56,E,172,62433,V,CN,P,Y,N,N,Y,,L,K,K,,4,M,Y,Y,,Y,Y,Y,Y,,Y,,Y,Y,,,,,,Y,,Y,Y,,Y,,,Y,N,,N,Y,Y,Y,,,,Y,Y,,,,,,Y,,,,,C,M,,29 21 N 47 56 E,29.35,47.9333333333333
48399,48375,IQ,UMM QASR,30,1,N,47,57,E,172,62437,S,RN,E,Y,,,Y,N,J,K,K,,1,M,Y,,,N,Y,Y,Y,,Y,,Y,Y,,,Y,N,N,N,Y,,Y,Y,,,,Y,Y,,,Y,Y,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,Y,B,M,M,30 1 N 47 57 E,30.0166666666667,47.95
47500,47350,MG,MANAKARA,22,7,S,48,3,E,171,61520,V,OR,P,Y,Y,,Y,,L,G,P,,0,,Y,,,,Y,,N,,,,,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,22 7 S 48 3 E,-22.1166666666667,48.05
48360,48350,KW,MINA ABD ALLAH,29,1,N,48,10,E,172,62432,S,OR,F,Y,Y,N,Y,,G,E,,E,3,M,Y,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,,,Y,,Y,Y,Y,,,Y,Y,,,N,N,,N,,,,,,,,N,N,N,N,N,Y,N,Y,Y,N,N,N,,,29 1 N 48 10 E,29.0166666666667,48.1666666666667
48357,48350,KW,MINA ASH SHUAYBAH,29,2,N,48,10,E,172,62572,M,OR,F,Y,Y,N,Y,,G,D,G,F,3,M,Y,Y,Y,N,Y,Y,Y,,,Y,Y,Y,,,N,Y,Y,Y,Y,,,Y,Y,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,,,,,,Y,Y,Y,,,B,,,29 2 N 48 10 E,29.0333333333333,48.1666666666667
48361,48350,KW,MINA AL AHMADI,29,4,N,48,10,E,172,62572,M,OR,F,Y,Y,N,Y,,F,A,H,A,2,M,Y,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,,,Y,Y,Y,,Y,Y,Y,,,Y,Y,,N,Y,Y,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,N,,C,,S,29 4 N 48 10 E,29.0666666666667,48.1666666666667
48216,48195,YE,BALHAF,13,58,N,48,11,E,172,62302,V,OR,P,Y,Y,,,,,M,L,,0,M,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 58 N 48 11 E,13.9666666666667,48.1833333333333
48420,48410,IR,KHORRAMSHAHR,30,26,N,48,11,E,172,62595,M,RN,G,N,N,N,Y,,L,L,K,,3,M,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,,Y,Y,,,,,,,Y,Y,Y,Y,,,C,S,S,30 26 N 48 11 E,30.4333333333333,48.1833333333333
48430,48410,IR,ABADAN,30,20,N,48,17,E,172,62438,M,RN,G,Y,N,N,Y,,K,K,K,,1,M,,Y,Y,N,Y,Y,Y,,Y,N,Y,Y,Y,,Y,Y,Y,,Y,,Y,,,,,Y,,,N,,Y,Y,Y,,,Y,Y,,,,,,Y,Y,Y,,,C,S,S,30 20 N 48 17 E,30.3333333333333,48.2833333333333
